TEAMNAMES,SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,hash
TEAM GRIT,64,patrick-of-bikinibottom,patrick of bikinibottom,A white man who loves the african culture and associates with their dressing.,Male,hair:bald;eyes:opened;teeth:none;clothing:kente;accessories:nose mask;expression:confused;strength:adaptation;weakness:fluency,064c7b84-59d3-11ed-9b6a-0242ac120002,4827ff2780f3b4680506adb4ef619c77dbab8fbac54883a0679524b6b9d21508
TEAM GRIT,64,patrick-of-bikinibottom,patrick of bikinibottom,A white man who loves the african culture and associates with their dressing.,Male,hair:bald;eyes:opened;teeth:none;clothing:kente;accessories:nose mask;expression:confused;strength:adaptation;weakness:fluency,064c7b84-59d3-11ed-9b6a-0242ac120002,4827ff2780f3b4680506adb4ef619c77dbab8fbac54883a0679524b6b9d21508
TEAM GRIT,65,nobuhle-of-zulu,nobuhle of zulu,A woman; well endowed with beauty.,Female,hair:brown bun;eyes:none;teeth:none;clothing:iqoyi;accessories:sunglasses;expression:astonished;strength:cool headed;weakness:pressure,1ee5b1ce-59d3-11ed-9b6a-0242ac120002,606d8ca0e185469786dee668d96a4045a434521ea3d19d7af9b4274c77dd9e6a
TEAM GRIT,65,nobuhle-of-zulu,nobuhle of zulu,A woman; well endowed with beauty.,Female,hair:brown bun;eyes:none;teeth:none;clothing:iqoyi;accessories:sunglasses;expression:astonished;strength:cool headed;weakness:pressure,1ee5b1ce-59d3-11ed-9b6a-0242ac120002,606d8ca0e185469786dee668d96a4045a434521ea3d19d7af9b4274c77dd9e6a
TEAM GRIT,66,nkosazana-of-xhosa,nkosazana of xhosa,An african princess; always proud of her culture.,Female,hair:ginger afro;eyes:none;teeth:gap teeth;clothing:umbaco;accessories:sunglasses;expression:fufilled;strength:confidence;weakness:endurance,2f1a1724-59d3-11ed-9b6a-0242ac120002,ff56e4912d5031c474515d841a59c865d32253b7bb2ae24e84a29b61aae73994
TEAM GRIT,66,nkosazana-of-xhosa,nkosazana of xhosa,An african princess; always proud of her culture.,Female,hair:ginger afro;eyes:none;teeth:gap teeth;clothing:umbaco;accessories:sunglasses;expression:fufilled;strength:confidence;weakness:endurance,2f1a1724-59d3-11ed-9b6a-0242ac120002,ff56e4912d5031c474515d841a59c865d32253b7bb2ae24e84a29b61aae73994
TEAM GRIT,67,mandla-of-zulu,mandla of zulu,A simple and introverted guy who keeps to himself.,Male,hair:bald;eyes:opened;teeth:none;clothing:eshowe;accessories:nose mask;expression:irritated;strength:strong willed;weakness:relationship,d04553b2-59d7-11ed-9b6a-0242ac120002,ca9c708cf7ce5b50a565eb7e434f88afb8c2ecc6dbeb85f1ecf9f0a79096738b
TEAM GRIT,67,mandla-of-zulu,mandla of zulu,A simple and introverted guy who keeps to himself.,Male,hair:bald;eyes:opened;teeth:none;clothing:eshowe;accessories:nose mask;expression:irritated;strength:strong willed;weakness:relationship,d04553b2-59d7-11ed-9b6a-0242ac120002,ca9c708cf7ce5b50a565eb7e434f88afb8c2ecc6dbeb85f1ecf9f0a79096738b
TEAM GRIT,68,john-doe,john doe,A principled guy who is conscious of his health and ensures protection from infection.,Male,hair:bald;eyes:opened;teeth:none;clothing:ankara;accessories:nose mask;expression:cold;strength:cleaniness;weakness:perfectionist,5d19795e-59d2-11ed-9b6a-0242ac120002,1a6642e3a62ba088b714e72f129c9c15e4a354a4f116966b3f07da5f153d20bd
TEAM GRIT,68,john-doe,john doe,A principled guy who is conscious of his health and ensures protection from infection.,Male,hair:bald;eyes:opened;teeth:none;clothing:ankara;accessories:nose mask;expression:cold;strength:cleaniness;weakness:perfectionist,5d19795e-59d2-11ed-9b6a-0242ac120002,1a6642e3a62ba088b714e72f129c9c15e4a354a4f116966b3f07da5f153d20bd
TEAM GRIT,69,ghost-of-power,ghost of power,A woman; stronger than ten men combined.,Female,hair:black tied with scalf;eyes:none;teeth:none;clothing:iqoyi;accessories:sunglasses and pipe;espression:ruthless;strength:badass;weakness:cancer,29c764ca-59d3-11ed-9b6a-0242ac120002,7c34bd4a8f39987d8a089941a829450a59299f1e140776331903acc62c7536fd
TEAM GRIT,69,ghost-of-power,ghost of power,A woman; stronger than ten men combined.,Female,hair:black tied with scalf;eyes:none;teeth:none;clothing:iqoyi;accessories:sunglasses and pipe;espression:ruthless;strength:badass;weakness:cancer,29c764ca-59d3-11ed-9b6a-0242ac120002,7c34bd4a8f39987d8a089941a829450a59299f1e140776331903acc62c7536fd
TEAM GRIT,70,freida,freida,A man who is always peaceful.,Male,hair:bald;eyes:closed;teeth:none;clothing:overall;accessories:nose mask;expression:calm;strength:peaceful;weakness:anger,ee671c4a-59d2-11ed-9b6a-0242ac120002,39c48fae6d07b31943e29626119751516e623852ee01eca64f9c4acc4971f374
TEAM GRIT,70,freida,freida,A man who is always peaceful.,Male,hair:bald;eyes:closed;teeth:none;clothing:overall;accessories:nose mask;expression:calm;strength:peaceful;weakness:anger,ee671c4a-59d2-11ed-9b6a-0242ac120002,39c48fae6d07b31943e29626119751516e623852ee01eca64f9c4acc4971f374
TEAM GRIT,71,flamboyant-tree,flamboyant tree,A beautiful african woman; billionaire in the making.,Female,hair:one bun dark brown;eyes:none;teeth:none;clothing:kente;accessories:sunglasses;expression:happy;strength:beauty;weakness:lover girl,380e4990-59d3-11ed-9b6a-0242ac120002,b0bf24b0dcd53154d39124697569fd23e6db81d7e9bd54d4886d23e433310b59
TEAM GRIT,71,flamboyant-tree,flamboyant tree,A beautiful african woman; billionaire in the making.,Female,hair:one bun dark brown;eyes:none;teeth:none;clothing:kente;accessories:sunglasses;expression:happy;strength:beauty;weakness:lover girl,380e4990-59d3-11ed-9b6a-0242ac120002,b0bf24b0dcd53154d39124697569fd23e6db81d7e9bd54d4886d23e433310b59
TEAM GRIT,72,david-of-accra,david of accra,A combatant who fights and defends his people,Male,hair:bald;eyes:opened;teeth:none;clothing:kente;accessories:nose mask;expression:angry;strength:super powerful;weakness:sleeping,1c1ef1b4-59d1-11ed-9b6a-0242ac120002,e1b83e7e37b82e1f7413816aec74b226c0a76ed6512de890ef2ae0e1afd35b53
TEAM GRIT,72,david-of-accra,david of accra,A combatant who fights and defends his people,Male,hair:bald;eyes:opened;teeth:none;clothing:kente;accessories:nose mask;expression:angry;strength:super powerful;weakness:sleeping,1c1ef1b4-59d1-11ed-9b6a-0242ac120002,e1b83e7e37b82e1f7413816aec74b226c0a76ed6512de890ef2ae0e1afd35b53
TEAM GRIT,73,cally-lily,cally lily,A man who is a breathe of fresh air.,Male,hair:male;eyes:opened;teeth:none;clothing:overall;accessories:nose mask;expression:confused;strength:calm;weakness:sun,82bba87c-59d1-11ed-9b6a-0242ac120002,b99720575d6492ebb72a3740b25d1287ca972b87d0162eb2d3b8f6b041b5abb3
TEAM GRIT,73,cally-lily,cally lily,A man who is a breathe of fresh air.,Male,hair:male;eyes:opened;teeth:none;clothing:overall;accessories:nose mask;expression:confused;strength:calm;weakness:sun,82bba87c-59d1-11ed-9b6a-0242ac120002,b99720575d6492ebb72a3740b25d1287ca972b87d0162eb2d3b8f6b041b5abb3
TEAM GRIT,74,bubune-of-accra,bubune of accra,A man with honor; always conscious of his health.,Male,hair:bald;eyes:closed;teeth:none;clothing:kente;accessories:nose mask;expression:happy;strength:clean;weakness:foodie,faa4b530-59d2-11ed-9b6a-0242ac120002,089a67e1f044efa6bd77a8fa50b5f93794072f1779a361983bfe6499b90d5a29
TEAM GRIT,74,bubune-of-accra,bubune of accra,A man with honor; always conscious of his health.,Male,hair:bald;eyes:closed;teeth:none;clothing:kente;accessories:nose mask;expression:happy;strength:clean;weakness:foodie,faa4b530-59d2-11ed-9b6a-0242ac120002,089a67e1f044efa6bd77a8fa50b5f93794072f1779a361983bfe6499b90d5a29
TEAM GRIT,75,bediako-of-accra,bediako of accra,A strong man; always ready to fight for what is right.,Male,hair:bald;eyes:opened;teeth:none;clothing:balck with kente;accessories:nose mask;expression:suspicious;strength:activist;weakness:irrational,fb6e8222-59d0-11ed-9b6a-0242ac120002,a586ab27596da796b0ac345727caef741c6c57019990075ec3c91b32d741ba70
TEAM GRIT,75,bediako-of-accra,bediako of accra,A strong man; always ready to fight for what is right.,Male,hair:bald;eyes:opened;teeth:none;clothing:balck with kente;accessories:nose mask;expression:suspicious;strength:activist;weakness:irrational,fb6e8222-59d0-11ed-9b6a-0242ac120002,a586ab27596da796b0ac345727caef741c6c57019990075ec3c91b32d741ba70
TEAM GRIT,76,avatar-aang,avatar aang,A man who is ready to save the world.,Male,hair:bald;eyes:opened;teeth:none;clothing:kaftan;accessories:nose mask;expression:soothing;strength:mind games;weakness:insomia,169f93a0-59d2-11ed-9b6a-0242ac120002,57f021347fb75fd4672db16953add6777d2a40d8956d32192751332f5d9e35a2
TEAM GRIT,76,avatar-aang,avatar aang,A man who is ready to save the world.,Male,hair:bald;eyes:opened;teeth:none;clothing:kaftan;accessories:nose mask;expression:soothing;strength:mind games;weakness:insomia,169f93a0-59d2-11ed-9b6a-0242ac120002,57f021347fb75fd4672db16953add6777d2a40d8956d32192751332f5d9e35a2
TEAM GRIT,77,argus-greek,argus greek,A man who you will always find on the look out.,Male,hair:bald;eyes:opened;teeth:none;clothing:overall;accessories:nose mask;expression:suspicious;strength:strong;weakness:lateness,e7f26b26-59d2-11ed-9b6a-0242ac120002,048f0a6c0ee0ef583ebd289d12de86b638bc37e3c9328247a619dd568e53895a
TEAM GRIT,77,argus-greek,argus greek,A man who you will always find on the look out.,Male,hair:bald;eyes:opened;teeth:none;clothing:overall;accessories:nose mask;expression:suspicious;strength:strong;weakness:lateness,e7f26b26-59d2-11ed-9b6a-0242ac120002,048f0a6c0ee0ef583ebd289d12de86b638bc37e3c9328247a619dd568e53895a
TEAM GRIT,78,amahle-of-zulu,amahle of zulu,A traditional man; feeling fulfilled.,Male,hair:bald;eyes:closed;teeth:none;clothing:ankara print;accessories:nose mask;expression:excited;strength:conversationist;weakness:traditionalist,169f93a0-59d2-11ed-9b6a-0242ac120002,2eeaf5be8b74f358662e53f5f9590374a76f8eb74932211aed085824ca18de2a
TEAM GRIT,78,amahle-of-zulu,amahle of zulu,A traditional man; feeling fulfilled.,Male,hair:bald;eyes:closed;teeth:none;clothing:ankara print;accessories:nose mask;expression:excited;strength:conversationist;weakness:traditionalist,169f93a0-59d2-11ed-9b6a-0242ac120002,2eeaf5be8b74f358662e53f5f9590374a76f8eb74932211aed085824ca18de2a
TEAM GRIT,79,agnar-ole,agnar ole,A man who feels like an outcast and always has a battle with his mind.,Male,hair:bald;eyes:opened;teeth:none;clothing:overall;accessories:nose mask;expression:furious;strength:strong willed;weakness:crying,f3f11fd0-59d2-11ed-9b6a-0242ac120002,61489a29519095e8cb24cfd1312a3bed162d1e4cd03211e03cb6ff3ed433125f
TEAM GRIT,79,agnar-ole,agnar ole,A man who feels like an outcast and always has a battle with his mind.,Male,hair:bald;eyes:opened;teeth:none;clothing:overall;accessories:nose mask;expression:furious;strength:strong willed;weakness:crying,f3f11fd0-59d2-11ed-9b6a-0242ac120002,61489a29519095e8cb24cfd1312a3bed162d1e4cd03211e03cb6ff3ed433125f
TEAM GRIT,80,adom-kulu,adom kulu,A ghanaian model; proud of his culture.,Male,hair:bald;eyes:opened;teeth:none;clothing:kente;accessories:nose mask;expression:irritated;strength:height;weakness:pride,00f6589e-59d3-11ed-9b6a-0242ac120002,3109834c7aed4764f797df3522f84bb713de6b47c277848021cddfddaaae0f7b
TEAM GRIT,80,adom-kulu,adom kulu,A ghanaian model; proud of his culture.,Male,hair:bald;eyes:opened;teeth:none;clothing:kente;accessories:nose mask;expression:irritated;strength:height;weakness:pride,00f6589e-59d3-11ed-9b6a-0242ac120002,3109834c7aed4764f797df3522f84bb713de6b47c277848021cddfddaaae0f7b
TEAM PRYBAR,81,segun-baller,segun baller,A man who loves to have fun.,Male,hair:black;eyes:black;teeth:none;clothing:kente;accessories:glasses;expression:cool;strength:jovial;weakness:nonchalant,58ac5cf6-b644-41c6-af79-ec9aa5f6bdd1,e2c1167cfc190416c1d91ebc7b6287fca6b6df0fd139b348bb532d263131950f
TEAM PRYBAR,81,segun-baller,segun baller,A man who loves to have fun.,Male,hair:black;eyes:black;teeth:none;clothing:kente;accessories:glasses;expression:cool;strength:jovial;weakness:nonchalant,58ac5cf6-b644-41c6-af79-ec9aa5f6bdd1,e2c1167cfc190416c1d91ebc7b6287fca6b6df0fd139b348bb532d263131950f
TEAM PRYBAR,82,bolanle-pepper-dem,bolanle pepper dem,A lady that loves to show off.,Male,hair:bald;eyes:back;teeth:none;clothing:kente;accessories:glasses;expression:proud;strength:strong;weakness:big spender,46966104-775b-4443-90bb-b35afd121653,015c34fe07cae7fc57f65be34c35bacd98238fc0936535bf5a43a5c07aa89501
TEAM PRYBAR,82,bolanle-pepper-dem,bolanle pepper dem,A lady that loves to show off.,Male,hair:bald;eyes:back;teeth:none;clothing:kente;accessories:glasses;expression:proud;strength:strong;weakness:big spender,46966104-775b-4443-90bb-b35afd121653,015c34fe07cae7fc57f65be34c35bacd98238fc0936535bf5a43a5c07aa89501
TEAM PRYBAR,83,tayo-tailor,tayo tailor,A professional fashion designer.,Male,hair:black;eyes:black;teeth:none;clothing:orange shirt;accessories:glasses;expression:inquisitive;strength:creativity;weakness:opinionated,70828783-ac38-48cf-b966-cfebc92ebd86,85a0921c9d42016c7225e18b589e81e05599027eae67c9653114c07a60e1e438
TEAM PRYBAR,83,tayo-tailor,tayo tailor,A professional fashion designer.,Male,hair:black;eyes:black;teeth:none;clothing:orange shirt;accessories:glasses;expression:inquisitive;strength:creativity;weakness:opinionated,70828783-ac38-48cf-b966-cfebc92ebd86,85a0921c9d42016c7225e18b589e81e05599027eae67c9653114c07a60e1e438
TEAM PRYBAR,84,ajasco-comedian,ajasco comedian,A newbie comedian.,Male,hair:black;eyes:black;teeth:none;clothing:green shirt;accessories:glasses;expression:bold;strength:optimistic;weakness:unobservant,8bebdb3a-f0a8-47ba-892f-39aa275fbd0d,b60adfe9b58efc106a469f1d7375b9be96433e018cfdd7da2739cd15d655a001
TEAM PRYBAR,84,ajasco-comedian,ajasco comedian,A newbie comedian.,Male,hair:black;eyes:black;teeth:none;clothing:green shirt;accessories:glasses;expression:bold;strength:optimistic;weakness:unobservant,8bebdb3a-f0a8-47ba-892f-39aa275fbd0d,b60adfe9b58efc106a469f1d7375b9be96433e018cfdd7da2739cd15d655a001
TEAM PRYBAR,85,tobi-babyboy,tobi babyboy,A guy who does not like stress.,Male,hair:black;eyes:black;teeth:none;clothing:white shirt;accessories:glasses;expression:friendly;strength:outgoing;weakness:lacks boundaries,3da592d4-5dec-4bc5-8412-f1b2a0269f95,b61970bd4ab02fc78486922a16d7b5556236eba4abfdd7c2d49d39686caeb071
TEAM PRYBAR,85,tobi-babyboy,tobi babyboy,A guy who does not like stress.,Male,hair:black;eyes:black;teeth:none;clothing:white shirt;accessories:glasses;expression:friendly;strength:outgoing;weakness:lacks boundaries,3da592d4-5dec-4bc5-8412-f1b2a0269f95,b61970bd4ab02fc78486922a16d7b5556236eba4abfdd7c2d49d39686caeb071
TEAM PRYBAR,86,esther-sassy,esther sassy,A rude lady.,Female,hair:brown;eyes:grey;teeth:none;clothing:animal print;accessories:necklace and earrings;expression:bold;strength:confident;weakness:judgemental,0642a25a-966d-446f-b021-a6d18e7fa0c5,02eec1c2da84b49ae30f51927e13376561b2d8893365d77835ba1b4933d1d1cd
TEAM PRYBAR,86,esther-sassy,esther sassy,A rude lady.,Female,hair:brown;eyes:grey;teeth:none;clothing:animal print;accessories:necklace and earrings;expression:bold;strength:confident;weakness:judgemental,0642a25a-966d-446f-b021-a6d18e7fa0c5,02eec1c2da84b49ae30f51927e13376561b2d8893365d77835ba1b4933d1d1cd
TEAM PRYBAR,87,ozo-fineboi,ozo fineboi,A charming person.,Female,hair:brown;eyes:blue;teeth:none;clothing:aztec print blouse;accessories:choker and hookah;expression:blank;strength:charismatic;weakness:proud,f2286b4d-fae6-48cb-a686-badec16da1d8,fbfa02d45293d6a6793e0087cd05a3ba8ec1386c055bb8dbdd453986e72fb21d
TEAM PRYBAR,87,ozo-fineboi,ozo fineboi,A charming person.,Female,hair:brown;eyes:blue;teeth:none;clothing:aztec print blouse;accessories:choker and hookah;expression:blank;strength:charismatic;weakness:proud,f2286b4d-fae6-48cb-a686-badec16da1d8,fbfa02d45293d6a6793e0087cd05a3ba8ec1386c055bb8dbdd453986e72fb21d
TEAM PRYBAR,88,ade-party-girl,ade party girl,The life of every party.,Female,hair:brown;eyes:blue;teeth:gap-tooth;clothing:one sleeved blue top;accessories:none;expression:scary;strength:adventurous;weakness:impulsive,7e3db30c-9faf-430d-ab48-b854fe0456b9,06a29de549c64aa63b4d01815fa9b911165db6ec9635bf2ce67744fbb09ccd98
TEAM PRYBAR,88,ade-party-girl,ade party girl,The life of every party.,Female,hair:brown;eyes:blue;teeth:gap-tooth;clothing:one sleeved blue top;accessories:none;expression:scary;strength:adventurous;weakness:impulsive,7e3db30c-9faf-430d-ab48-b854fe0456b9,06a29de549c64aa63b4d01815fa9b911165db6ec9635bf2ce67744fbb09ccd98
TEAM PRYBAR,89,john-casco,john casco,A very observant person.,Female,hair:black;eyes:blue;teeth:none;clothing:one-sleeved ankara top;accessories:earrings and necklace;expression:shocked;strength:unpredictable;weakness:loner,2eff88ef-5bc2-4779-917a-533e952e2953,92254b97d14cfcfa60b77c41d1fac25b491570209ad8f22322b0cd12633d3efe
TEAM PRYBAR,89,john-casco,john casco,A very observant person.,Female,hair:black;eyes:blue;teeth:none;clothing:one-sleeved ankara top;accessories:earrings and necklace;expression:shocked;strength:unpredictable;weakness:loner,2eff88ef-5bc2-4779-917a-533e952e2953,92254b97d14cfcfa60b77c41d1fac25b491570209ad8f22322b0cd12633d3efe
TEAM PRYBAR,90,agha-uwa,agha uwa,A woman of high social class.,Female,hair:brown;eyes:blue;teeth:none;clothing:ankara top with strap and full sleeve;accessories:earrings;expression:sad;strength:daring;weakness:loner,8478a002-1eba-4a05-8b98-7170c6e39254,8c88a1d4e89b27d16cbf3af7480627495ce516983a91e2c829c436a74f220f28
TEAM PRYBAR,90,agha-uwa,agha uwa,A woman of high social class.,Female,hair:brown;eyes:blue;teeth:none;clothing:ankara top with strap and full sleeve;accessories:earrings;expression:sad;strength:daring;weakness:loner,8478a002-1eba-4a05-8b98-7170c6e39254,8c88a1d4e89b27d16cbf3af7480627495ce516983a91e2c829c436a74f220f28
TEAM PRYBAR,91,udeme-great,udeme great,A lady given to adventures.,Female,hair:purple;eyes:black;teeth:none;clothing:ankara top with blue sleeves;accessories:green necklace and green earrings;expression:clueless;strength:decisive;weakness:stubborn,d1476409-6f8b-4be9-8c93-24d9123749c5,29fade380a3b37e65d111324af70328322af1325018f6adb956db29b5cf065e0
TEAM PRYBAR,91,udeme-great,udeme great,A lady given to adventures.,Female,hair:purple;eyes:black;teeth:none;clothing:ankara top with blue sleeves;accessories:green necklace and green earrings;expression:clueless;strength:decisive;weakness:stubborn,d1476409-6f8b-4be9-8c93-24d9123749c5,29fade380a3b37e65d111324af70328322af1325018f6adb956db29b5cf065e0
TEAM PRYBAR,92,femi-tech-bro,femi tech bro,A rookie in the tech industry.,Female,hair:brown;eyes:black;teeth:none;clothing:ankara top with blue suspenders;accessories:green necklace;expression:mischievous;strength:creativity;weakness:procastination,ba3ec22a-13d5-4e19-9b7f-aac764fda28c,4a985046f5d2e791fa2c0bbe9b5db2712fcda47ea3e12af425b8b85cce0272ee
TEAM PRYBAR,92,femi-tech-bro,femi tech bro,A rookie in the tech industry.,Female,hair:brown;eyes:black;teeth:none;clothing:ankara top with blue suspenders;accessories:green necklace;expression:mischievous;strength:creativity;weakness:procastination,ba3ec22a-13d5-4e19-9b7f-aac764fda28c,4a985046f5d2e791fa2c0bbe9b5db2712fcda47ea3e12af425b8b85cce0272ee
